day,negative,neutral,positive,total,positive_ratio,negative_ratio,neutral_ratio,date,price,prev_return,rolling_std
2020-11-24,1,13,2,16,0.125,0.0625,0.8125,2020-11-24,339.5545349121094,0.0059942145163696114,0.011112878204781292
2020-11-25,3,31,3,37,0.081081081081081,0.081081081081081,0.8378378378378378,2020-11-25,339.0309753417969,0.016113862233820386,0.008635562756174954
2020-11-27,4,23,2,29,0.0689655172413793,0.1379310344827586,0.7931034482758621,2020-11-27,339.9751892089844,-0.0015419012749985361,0.008633323421518176
2020-11-30,2,20,2,24,0.0833333333333333,0.0833333333333333,0.8333333333333334,2020-11-30,338.4702453613281,0.0027850371672841767,0.007963794910754652
2020-12-01,4,26,4,34,0.1176470588235294,0.1176470588235294,0.7647058823529411,2020-12-01,342.17218017578125,-0.004426628458264248,0.008588892709749307
2020-12-02,2,17,2,21,0.0952380952380952,0.0952380952380952,0.8095238095238095,2020-12-02,342.89202880859375,0.01093725331897688,0.005795345215578774
2020-12-03,1,10,2,13,0.1538461538461538,0.0769230769230769,0.7692307692307693,2020-12-03,342.7984313964844,0.0021037614233943014,0.00562840311649642
2020-12-04,1,17,10,28,0.3571428571428571,0.0357142857142857,0.6071428571428571,2020-12-04,345.7525939941406,-0.00027296467764093,0.0063336824659086435
2020-12-07,0,9,1,10,0.1,0.0,0.9,2020-12-07,345.04205322265625,0.008617783300879367,0.005654146257608224
2020-12-08,3,33,5,41,0.1219512195121951,0.073170731707317,0.8048780487804879,2020-12-08,346.05169677734375,-0.002055055504504466,0.004059713865172557
2020-12-09,2,8,2,12,0.1666666666666666,0.1666666666666666,0.6666666666666666,2020-12-09,342.94805908203125,0.002926146379137018,0.006472090889847791
2020-12-10,5,15,3,23,0.1304347826086956,0.217391304347826,0.6521739130434783,2020-12-10,342.8358459472656,-0.008968711103617077,0.006472811747235926
2020-12-11,2,14,3,19,0.1578947368421052,0.1052631578947368,0.7368421052631579,2020-12-11,342.4338073730469,-0.0003272015449394816,0.004367012359733727
