day,negative,neutral,positive,total,positive_ratio,negative_ratio,neutral_ratio
2019-05-12,4,15,8,27,0.2962962962962963,0.14814814814814814,0.5555555555555556
2019-05-13,3,13,13,29,0.4482758620689655,0.10344827586206896,0.4482758620689655
2019-05-14,0,7,9,16,0.5625,0.0,0.4375
2019-05-15,0,5,3,8,0.375,0.0,0.625
2019-05-16,0,10,0,10,0.0,0.0,1.0
2019-05-17,1,10,4,15,0.26666666666666666,0.06666666666666667,0.6666666666666666
2019-05-18,1,9,4,14,0.2857142857142857,0.07142857142857142,0.6428571428571429
2019-05-19,2,10,6,18,0.3333333333333333,0.1111111111111111,0.5555555555555556
2019-05-20,2,14,3,19,0.15789473684210525,0.10526315789473684,0.7368421052631579
2019-05-21,1,9,6,16,0.375,0.0625,0.5625
2019-05-22,6,21,7,34,0.20588235294117646,0.17647058823529413,0.6176470588235294
2019-05-23,3,8,3,14,0.21428571428571427,0.21428571428571427,0.5714285714285714
2019-05-24,1,16,10,27,0.37037037037037035,0.037037037037037035,0.5925925925925926
2019-05-25,3,16,1,20,0.05,0.15,0.8
2019-05-26,1,7,4,12,0.3333333333333333,0.08333333333333333,0.5833333333333334
2019-05-27,0,11,4,15,0.26666666666666666,0.0,0.7333333333333333
2019-05-28,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2019-05-29,0,7,1,8,0.125,0.0,0.875
2019-05-30,0,17,2,19,0.10526315789473684,0.0,0.8947368421052632
2019-05-31,1,9,5,15,0.3333333333333333,0.06666666666666667,0.6
2019-06-01,0,16,6,22,0.2727272727272727,0.0,0.7272727272727273
2019-06-02,2,11,2,15,0.13333333333333333,0.13333333333333333,0.7333333333333333
2019-06-03,2,12,7,21,0.3333333333333333,0.09523809523809523,0.5714285714285714
2019-06-04,0,4,1,5,0.2,0.0,0.8
2019-06-05,1,8,5,14,0.35714285714285715,0.07142857142857142,0.5714285714285714
2019-06-06,0,6,2,8,0.25,0.0,0.75
2019-06-07,0,8,5,13,0.38461538461538464,0.0,0.6153846153846154
2019-06-08,1,8,4,13,0.3076923076923077,0.07692307692307693,0.6153846153846154
2019-06-09,8,15,6,29,0.20689655172413793,0.27586206896551724,0.5172413793103449
2019-06-10,2,10,3,15,0.2,0.13333333333333333,0.6666666666666666
2019-06-11,3,9,6,18,0.3333333333333333,0.16666666666666666,0.5
2019-06-12,0,8,1,9,0.1111111111111111,0.0,0.8888888888888888
2019-06-13,2,24,11,37,0.2972972972972973,0.05405405405405406,0.6486486486486487
2019-06-14,0,7,6,13,0.46153846153846156,0.0,0.5384615384615384
2019-06-15,2,24,9,35,0.2571428571428571,0.05714285714285714,0.6857142857142857
2019-06-16,2,14,7,23,0.30434782608695654,0.08695652173913043,0.6086956521739131
2019-06-17,0,5,4,9,0.4444444444444444,0.0,0.5555555555555556
2019-06-18,2,11,3,16,0.1875,0.125,0.6875
2019-06-19,0,13,2,15,0.13333333333333333,0.0,0.8666666666666667
2019-06-20,1,2,3,6,0.5,0.16666666666666666,0.3333333333333333
2019-06-21,2,4,0,6,0.0,0.3333333333333333,0.6666666666666666
2019-06-22,2,9,7,18,0.3888888888888889,0.1111111111111111,0.5
2019-06-23,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2019-06-24,2,4,4,10,0.4,0.2,0.4
2019-06-25,1,5,7,13,0.5384615384615384,0.07692307692307693,0.38461538461538464
2019-06-26,2,30,12,44,0.2727272727272727,0.045454545454545456,0.6818181818181818
2019-06-27,0,9,1,10,0.1,0.0,0.9
2019-06-28,0,5,1,6,0.16666666666666666,0.0,0.8333333333333334
2019-06-29,0,5,4,9,0.4444444444444444,0.0,0.5555555555555556
2019-06-30,0,2,2,4,0.5,0.0,0.5
2019-07-01,0,8,9,17,0.5294117647058824,0.0,0.47058823529411764
2019-07-02,0,10,4,14,0.2857142857142857,0.0,0.7142857142857143
2019-07-03,1,10,7,18,0.3888888888888889,0.05555555555555555,0.5555555555555556
2019-07-04,2,9,2,13,0.15384615384615385,0.15384615384615385,0.6923076923076923
2019-07-05,3,18,13,34,0.38235294117647056,0.08823529411764706,0.5294117647058824
2019-07-06,2,11,5,18,0.2777777777777778,0.1111111111111111,0.6111111111111112
2019-07-07,0,11,2,13,0.15384615384615385,0.0,0.8461538461538461
2019-07-08,2,10,1,13,0.07692307692307693,0.15384615384615385,0.7692307692307693
2019-07-09,4,3,7,14,0.5,0.2857142857142857,0.21428571428571427
2019-07-10,0,13,6,19,0.3157894736842105,0.0,0.6842105263157895
2019-07-11,4,18,10,32,0.3125,0.125,0.5625
2019-07-12,4,37,10,51,0.19607843137254902,0.0784313725490196,0.7254901960784313
2019-07-13,4,31,5,40,0.125,0.1,0.775
2019-07-14,1,22,7,30,0.23333333333333334,0.03333333333333333,0.7333333333333333
2019-07-15,2,13,3,18,0.16666666666666666,0.1111111111111111,0.7222222222222222
2019-07-16,0,8,4,12,0.3333333333333333,0.0,0.6666666666666666
2019-07-17,1,12,1,14,0.07142857142857142,0.07142857142857142,0.8571428571428571
2019-07-18,1,8,5,14,0.35714285714285715,0.07142857142857142,0.5714285714285714
2019-07-19,5,12,7,24,0.2916666666666667,0.20833333333333334,0.5
2019-07-20,0,21,9,30,0.3,0.0,0.7
2019-07-21,0,4,6,10,0.6,0.0,0.4
2019-07-22,4,11,3,18,0.16666666666666666,0.2222222222222222,0.6111111111111112
2019-07-23,1,12,7,20,0.35,0.05,0.6
2019-07-24,4,24,1,29,0.034482758620689655,0.13793103448275862,0.8275862068965517
2019-07-25,2,17,7,26,0.2692307692307692,0.07692307692307693,0.6538461538461539
2019-07-26,5,7,3,15,0.2,0.3333333333333333,0.4666666666666667
2019-07-27,1,9,1,11,0.09090909090909091,0.09090909090909091,0.8181818181818182
2019-07-28,4,15,3,22,0.13636363636363635,0.18181818181818182,0.6818181818181818
2019-07-29,2,16,6,24,0.25,0.08333333333333333,0.6666666666666666
2019-07-30,4,19,4,27,0.14814814814814814,0.14814814814814814,0.7037037037037037
2019-07-31,4,12,3,19,0.15789473684210525,0.21052631578947367,0.631578947368421
2019-08-01,0,7,6,13,0.46153846153846156,0.0,0.5384615384615384
2019-08-02,1,8,4,13,0.3076923076923077,0.07692307692307693,0.6153846153846154
2019-08-03,0,12,3,15,0.2,0.0,0.8
2019-08-04,0,9,0,9,0.0,0.0,1.0
2019-08-05,4,5,2,11,0.18181818181818182,0.36363636363636365,0.45454545454545453
2019-08-06,5,10,3,18,0.16666666666666666,0.2777777777777778,0.5555555555555556
2019-08-07,1,11,8,20,0.4,0.05,0.55
2019-08-08,2,11,5,18,0.2777777777777778,0.1111111111111111,0.6111111111111112
2019-08-09,1,6,2,9,0.2222222222222222,0.1111111111111111,0.6666666666666666
2019-08-10,1,6,4,11,0.36363636363636365,0.09090909090909091,0.5454545454545454
2019-08-11,0,4,1,5,0.2,0.0,0.8
2019-08-12,1,14,4,19,0.21052631578947367,0.05263157894736842,0.7368421052631579
2019-08-13,5,32,2,39,0.05128205128205128,0.1282051282051282,0.8205128205128205
2019-08-14,3,12,10,25,0.4,0.12,0.48
2019-08-15,5,20,7,32,0.21875,0.15625,0.625
2019-08-16,1,10,9,20,0.45,0.05,0.5
2019-08-17,3,23,7,33,0.21212121212121213,0.09090909090909091,0.696969696969697
2019-08-18,1,10,3,14,0.21428571428571427,0.07142857142857142,0.7142857142857143
2019-08-19,6,8,5,19,0.2631578947368421,0.3157894736842105,0.42105263157894735
2019-08-20,6,22,6,34,0.17647058823529413,0.17647058823529413,0.6470588235294118
2019-08-21,3,14,7,24,0.2916666666666667,0.125,0.5833333333333334
2019-08-22,0,5,7,12,0.5833333333333334,0.0,0.4166666666666667
2019-08-23,4,32,9,45,0.2,0.08888888888888889,0.7111111111111111
2019-08-24,2,21,12,35,0.34285714285714286,0.05714285714285714,0.6
2019-08-25,1,28,8,37,0.21621621621621623,0.02702702702702703,0.7567567567567568
2019-08-26,0,9,2,11,0.18181818181818182,0.0,0.8181818181818182
2019-08-27,2,10,7,19,0.3684210526315789,0.10526315789473684,0.5263157894736842
2019-08-28,2,10,3,15,0.2,0.13333333333333333,0.6666666666666666
2019-08-29,1,9,4,14,0.2857142857142857,0.07142857142857142,0.6428571428571429
2019-08-30,4,14,4,22,0.18181818181818182,0.18181818181818182,0.6363636363636364
2019-08-31,3,43,15,61,0.2459016393442623,0.04918032786885246,0.7049180327868853
2019-09-01,7,24,3,34,0.08823529411764706,0.20588235294117646,0.7058823529411765
2019-09-02,6,20,6,32,0.1875,0.1875,0.625
2019-09-03,8,12,1,21,0.047619047619047616,0.38095238095238093,0.5714285714285714
2019-09-04,3,17,5,25,0.2,0.12,0.68
2019-09-05,2,22,5,29,0.1724137931034483,0.06896551724137931,0.7586206896551724
2019-09-06,4,9,11,24,0.4583333333333333,0.16666666666666666,0.375
2019-09-07,1,13,11,25,0.44,0.04,0.52
2019-09-08,1,4,3,8,0.375,0.125,0.5
2019-09-09,4,25,6,35,0.17142857142857143,0.11428571428571428,0.7142857142857143
2019-09-10,2,13,11,26,0.4230769230769231,0.07692307692307693,0.5
2019-09-11,1,20,9,30,0.3,0.03333333333333333,0.6666666666666666
2019-09-12,1,17,7,25,0.28,0.04,0.68
2019-09-13,0,8,8,16,0.5,0.0,0.5
2019-09-14,1,10,12,23,0.5217391304347826,0.043478260869565216,0.43478260869565216
2019-09-15,1,15,2,18,0.1111111111111111,0.05555555555555555,0.8333333333333334
2019-09-16,2,21,8,31,0.25806451612903225,0.06451612903225806,0.6774193548387096
2019-09-17,3,5,3,11,0.2727272727272727,0.2727272727272727,0.45454545454545453
2019-09-18,4,24,13,41,0.3170731707317073,0.0975609756097561,0.5853658536585366
2019-09-19,1,4,2,7,0.2857142857142857,0.14285714285714285,0.5714285714285714
2019-09-20,0,10,4,14,0.2857142857142857,0.0,0.7142857142857143
2019-09-21,1,10,3,14,0.21428571428571427,0.07142857142857142,0.7142857142857143
2019-09-22,1,13,2,16,0.125,0.0625,0.8125
2019-09-23,1,8,2,11,0.18181818181818182,0.09090909090909091,0.7272727272727273
2019-09-24,0,12,5,17,0.29411764705882354,0.0,0.7058823529411765
2019-09-25,2,28,2,32,0.0625,0.0625,0.875
2019-09-26,6,35,9,50,0.18,0.12,0.7
2019-09-27,1,15,1,17,0.058823529411764705,0.058823529411764705,0.8823529411764706
2019-09-28,1,14,3,18,0.16666666666666666,0.05555555555555555,0.7777777777777778
2019-09-29,5,47,4,56,0.07142857142857142,0.08928571428571429,0.8392857142857143
2019-09-30,1,22,7,30,0.23333333333333334,0.03333333333333333,0.7333333333333333
2019-10-01,2,20,7,29,0.2413793103448276,0.06896551724137931,0.6896551724137931
2019-10-02,3,16,3,22,0.13636363636363635,0.13636363636363635,0.7272727272727273
2019-10-03,4,26,9,39,0.23076923076923078,0.10256410256410256,0.6666666666666666
2019-10-04,2,25,6,33,0.18181818181818182,0.06060606060606061,0.7575757575757576
2019-10-05,2,36,4,42,0.09523809523809523,0.047619047619047616,0.8571428571428571
2019-10-06,2,30,5,37,0.13513513513513514,0.05405405405405406,0.8108108108108109
2019-10-07,2,19,4,25,0.16,0.08,0.76
2019-10-08,1,36,12,49,0.24489795918367346,0.02040816326530612,0.7346938775510204
2019-10-09,10,29,7,46,0.15217391304347827,0.21739130434782608,0.6304347826086957
2019-10-10,0,20,1,21,0.047619047619047616,0.0,0.9523809523809523
2019-10-11,2,35,14,51,0.27450980392156865,0.0392156862745098,0.6862745098039216
2019-10-12,3,17,5,25,0.2,0.12,0.68
2019-10-13,3,17,3,23,0.13043478260869565,0.13043478260869565,0.7391304347826086
2019-10-14,1,24,5,30,0.16666666666666666,0.03333333333333333,0.8
2019-10-15,3,9,2,14,0.14285714285714285,0.21428571428571427,0.6428571428571429
2019-10-16,0,19,5,24,0.20833333333333334,0.0,0.7916666666666666
2019-10-17,1,23,7,31,0.22580645161290322,0.03225806451612903,0.7419354838709677
2019-10-18,1,14,4,19,0.21052631578947367,0.05263157894736842,0.7368421052631579
2019-10-19,1,41,10,52,0.19230769230769232,0.019230769230769232,0.7884615384615384
2019-10-20,2,11,4,17,0.23529411764705882,0.11764705882352941,0.6470588235294118
2019-10-21,1,12,1,14,0.07142857142857142,0.07142857142857142,0.8571428571428571
2019-10-22,1,27,13,41,0.3170731707317073,0.024390243902439025,0.6585365853658537
2019-10-23,3,34,8,45,0.17777777777777778,0.06666666666666667,0.7555555555555555
2019-10-24,1,12,0,13,0.0,0.07692307692307693,0.9230769230769231
2019-10-25,1,35,6,42,0.14285714285714285,0.023809523809523808,0.8333333333333334
2019-10-26,2,24,6,32,0.1875,0.0625,0.75
2019-10-27,1,2,2,5,0.4,0.2,0.4
2019-10-28,1,9,3,13,0.23076923076923078,0.07692307692307693,0.6923076923076923
2019-10-29,5,39,4,48,0.08333333333333333,0.10416666666666667,0.8125
2019-10-30,7,26,1,34,0.029411764705882353,0.20588235294117646,0.7647058823529411
2019-10-31,6,28,2,36,0.05555555555555555,0.16666666666666666,0.7777777777777778
2019-11-01,2,30,5,37,0.13513513513513514,0.05405405405405406,0.8108108108108109
2019-11-02,4,26,5,35,0.14285714285714285,0.11428571428571428,0.7428571428571429
2019-11-03,2,14,5,21,0.23809523809523808,0.09523809523809523,0.6666666666666666
2019-11-04,3,32,2,37,0.05405405405405406,0.08108108108108109,0.8648648648648649
2019-11-05,4,24,12,40,0.3,0.1,0.6
2019-11-06,1,18,4,23,0.17391304347826086,0.043478260869565216,0.782608695652174
2019-11-07,1,16,1,18,0.05555555555555555,0.05555555555555555,0.8888888888888888
2019-11-08,0,4,1,5,0.2,0.0,0.8
2019-11-09,4,33,6,43,0.13953488372093023,0.09302325581395349,0.7674418604651163
2019-11-10,2,37,11,50,0.22,0.04,0.74
2019-11-11,1,23,9,33,0.2727272727272727,0.030303030303030304,0.696969696969697
2019-11-12,0,10,4,14,0.2857142857142857,0.0,0.7142857142857143
2019-11-13,6,32,3,41,0.07317073170731707,0.14634146341463414,0.7804878048780488
2019-11-14,1,28,2,31,0.06451612903225806,0.03225806451612903,0.9032258064516129
2019-11-15,1,29,5,35,0.14285714285714285,0.02857142857142857,0.8285714285714286
2019-11-16,1,20,2,23,0.08695652173913043,0.043478260869565216,0.8695652173913043
2019-11-17,3,25,5,33,0.15151515151515152,0.09090909090909091,0.7575757575757576
2019-11-18,0,11,1,12,0.08333333333333333,0.0,0.9166666666666666
2019-11-19,5,30,1,36,0.027777777777777776,0.1388888888888889,0.8333333333333334
2019-11-20,1,32,3,36,0.08333333333333333,0.027777777777777776,0.8888888888888888
2019-11-21,4,27,2,33,0.06060606060606061,0.12121212121212122,0.8181818181818182
2019-11-22,1,22,4,27,0.14814814814814814,0.037037037037037035,0.8148148148148148
2019-11-23,1,14,2,17,0.11764705882352941,0.058823529411764705,0.8235294117647058
2019-11-24,6,36,7,49,0.14285714285714285,0.12244897959183673,0.7346938775510204
2019-11-25,1,4,5,10,0.5,0.1,0.4
2019-11-26,2,15,6,23,0.2608695652173913,0.08695652173913043,0.6521739130434783
2019-11-27,0,6,2,8,0.25,0.0,0.75
2019-11-28,0,4,2,6,0.3333333333333333,0.0,0.6666666666666666
2019-11-29,0,3,0,3,0.0,0.0,1.0
2019-11-30,2,13,2,17,0.11764705882352941,0.11764705882352941,0.7647058823529411
2019-12-01,1,3,1,5,0.2,0.2,0.6
2019-12-02,1,23,10,34,0.29411764705882354,0.029411764705882353,0.6764705882352942
2019-12-03,3,24,6,33,0.18181818181818182,0.09090909090909091,0.7272727272727273
2019-12-04,4,21,6,31,0.1935483870967742,0.12903225806451613,0.6774193548387096
2019-12-05,1,22,2,25,0.08,0.04,0.88
2019-12-06,4,14,7,25,0.28,0.16,0.56
2019-12-07,5,34,7,46,0.15217391304347827,0.10869565217391304,0.7391304347826086
2019-12-08,14,70,11,95,0.11578947368421053,0.14736842105263157,0.7368421052631579
2019-12-09,1,13,1,15,0.06666666666666667,0.06666666666666667,0.8666666666666667
2019-12-10,4,30,14,48,0.2916666666666667,0.08333333333333333,0.625
2019-12-11,6,60,11,77,0.14285714285714285,0.07792207792207792,0.7792207792207793
2019-12-12,7,88,14,109,0.12844036697247707,0.06422018348623854,0.8073394495412844
2019-12-13,4,21,5,30,0.16666666666666666,0.13333333333333333,0.7
2019-12-14,0,25,0,25,0.0,0.0,1.0
2019-12-15,1,24,5,30,0.16666666666666666,0.03333333333333333,0.8
2019-12-16,6,36,12,54,0.2222222222222222,0.1111111111111111,0.6666666666666666
2019-12-17,0,6,10,16,0.625,0.0,0.375
2019-12-18,7,38,5,50,0.1,0.14,0.76
2019-12-19,6,65,8,79,0.10126582278481013,0.0759493670886076,0.8227848101265823
2019-12-20,1,33,5,39,0.1282051282051282,0.02564102564102564,0.8461538461538461
2019-12-21,0,11,8,19,0.42105263157894735,0.0,0.5789473684210527
2019-12-22,0,6,0,6,0.0,0.0,1.0
2019-12-23,1,23,4,28,0.14285714285714285,0.03571428571428571,0.8214285714285714
2019-12-24,1,9,3,13,0.23076923076923078,0.07692307692307693,0.6923076923076923
2019-12-25,1,6,2,9,0.2222222222222222,0.1111111111111111,0.6666666666666666
2019-12-26,3,16,1,20,0.05,0.15,0.8
2019-12-27,0,23,6,29,0.20689655172413793,0.0,0.7931034482758621
2019-12-28,5,45,4,54,0.07407407407407407,0.09259259259259259,0.8333333333333334
2019-12-29,1,3,1,5,0.2,0.2,0.6
2019-12-30,0,2,1,3,0.3333333333333333,0.0,0.6666666666666666
2019-12-31,2,26,6,34,0.17647058823529413,0.058823529411764705,0.7647058823529411
2020-01-01,0,12,8,20,0.4,0.0,0.6
2020-01-02,4,7,4,15,0.26666666666666666,0.26666666666666666,0.4666666666666667
2020-01-03,4,24,3,31,0.0967741935483871,0.12903225806451613,0.7741935483870968
2020-01-04,2,3,0,5,0.0,0.4,0.6
2020-01-05,0,1,2,3,0.6666666666666666,0.0,0.3333333333333333
2020-01-06,1,3,2,6,0.3333333333333333,0.16666666666666666,0.5
2020-01-07,4,23,4,31,0.12903225806451613,0.12903225806451613,0.7419354838709677
2020-01-08,0,1,1,2,0.5,0.0,0.5
2020-01-09,0,23,6,29,0.20689655172413793,0.0,0.7931034482758621
2020-01-10,1,26,12,39,0.3076923076923077,0.02564102564102564,0.6666666666666666
2020-01-11,1,14,1,16,0.0625,0.0625,0.875
2020-01-12,2,20,4,26,0.15384615384615385,0.07692307692307693,0.7692307692307693
2020-01-13,1,19,5,25,0.2,0.04,0.76
2020-01-14,0,6,1,7,0.14285714285714285,0.0,0.8571428571428571
2020-01-15,1,31,4,36,0.1111111111111111,0.027777777777777776,0.8611111111111112
2020-01-16,0,13,6,19,0.3157894736842105,0.0,0.6842105263157895
2020-01-17,2,27,9,38,0.23684210526315788,0.05263157894736842,0.7105263157894737
2020-01-18,1,10,7,18,0.3888888888888889,0.05555555555555555,0.5555555555555556
2020-01-19,3,3,4,10,0.4,0.3,0.3
2020-01-20,3,14,6,23,0.2608695652173913,0.13043478260869565,0.6086956521739131
2020-01-21,1,2,8,11,0.7272727272727273,0.09090909090909091,0.18181818181818182
2020-01-22,7,114,18,139,0.12949640287769784,0.050359712230215826,0.8201438848920863
2020-01-23,3,20,2,25,0.08,0.12,0.8
2020-01-24,6,43,8,57,0.14035087719298245,0.10526315789473684,0.7543859649122807
2020-01-25,3,54,11,68,0.16176470588235295,0.04411764705882353,0.7941176470588235
2020-01-26,4,41,9,54,0.16666666666666666,0.07407407407407407,0.7592592592592593
2020-01-27,1,16,1,18,0.05555555555555555,0.05555555555555555,0.8888888888888888
2020-01-28,1,36,14,51,0.27450980392156865,0.0196078431372549,0.7058823529411765
2020-01-29,2,31,6,39,0.15384615384615385,0.05128205128205128,0.7948717948717948
2020-01-30,3,23,6,32,0.1875,0.09375,0.71875
2020-01-31,2,16,4,22,0.18181818181818182,0.09090909090909091,0.7272727272727273
2020-02-01,0,12,2,14,0.14285714285714285,0.0,0.8571428571428571
2020-02-02,3,41,4,48,0.08333333333333333,0.0625,0.8541666666666666
2020-02-03,1,16,14,31,0.45161290322580644,0.03225806451612903,0.5161290322580645
2020-02-04,9,31,10,50,0.2,0.18,0.62
2020-02-05,1,24,5,30,0.16666666666666666,0.03333333333333333,0.8
2020-02-06,1,4,3,8,0.375,0.125,0.5
2020-02-07,2,44,12,58,0.20689655172413793,0.034482758620689655,0.7586206896551724
2020-02-08,3,48,12,63,0.19047619047619047,0.047619047619047616,0.7619047619047619
2020-02-09,7,41,12,60,0.2,0.11666666666666667,0.6833333333333333
2020-02-10,2,7,4,13,0.3076923076923077,0.15384615384615385,0.5384615384615384
2020-02-11,1,26,6,33,0.18181818181818182,0.030303030303030304,0.7878787878787878
2020-02-12,3,22,7,32,0.21875,0.09375,0.6875
2020-02-13,1,7,1,9,0.1111111111111111,0.1111111111111111,0.7777777777777778
2020-02-14,0,16,8,24,0.3333333333333333,0.0,0.6666666666666666
2020-02-15,5,31,9,45,0.2,0.1111111111111111,0.6888888888888889
2020-02-16,1,0,1,2,0.5,0.5,0.0
2020-02-17,0,8,2,10,0.2,0.0,0.8
2020-02-18,5,34,2,41,0.04878048780487805,0.12195121951219512,0.8292682926829268
2020-02-19,3,27,3,33,0.09090909090909091,0.09090909090909091,0.8181818181818182
2020-02-20,2,20,14,36,0.3888888888888889,0.05555555555555555,0.5555555555555556
2020-02-21,3,17,13,33,0.3939393939393939,0.09090909090909091,0.5151515151515151
2020-02-22,1,21,5,27,0.18518518518518517,0.037037037037037035,0.7777777777777778
2020-02-23,1,9,2,12,0.16666666666666666,0.08333333333333333,0.75
2020-02-24,2,26,5,33,0.15151515151515152,0.06060606060606061,0.7878787878787878
2020-02-25,2,15,3,20,0.15,0.1,0.75
2020-02-26,5,32,11,48,0.22916666666666666,0.10416666666666667,0.6666666666666666
2020-02-27,0,4,1,5,0.2,0.0,0.8
2020-02-28,2,10,9,21,0.42857142857142855,0.09523809523809523,0.47619047619047616
2020-02-29,1,4,5,10,0.5,0.1,0.4
2020-03-01,1,10,2,13,0.15384615384615385,0.07692307692307693,0.7692307692307693
2020-03-02,1,38,21,60,0.35,0.016666666666666666,0.6333333333333333
2020-03-03,8,7,7,22,0.3181818181818182,0.36363636363636365,0.3181818181818182
2020-03-04,3,36,7,46,0.15217391304347827,0.06521739130434782,0.782608695652174
2020-03-05,1,21,3,25,0.12,0.04,0.84
2020-03-06,2,22,10,34,0.29411764705882354,0.058823529411764705,0.6470588235294118
2020-03-07,0,3,3,6,0.5,0.0,0.5
2020-03-08,0,12,4,16,0.25,0.0,0.75
2020-03-09,1,25,9,35,0.2571428571428571,0.02857142857142857,0.7142857142857143
2020-03-10,0,20,7,27,0.25925925925925924,0.0,0.7407407407407407
2020-03-11,0,22,7,29,0.2413793103448276,0.0,0.7586206896551724
2020-03-12,0,31,8,39,0.20512820512820512,0.0,0.7948717948717948
2020-03-13,2,18,5,25,0.2,0.08,0.72
2020-03-14,0,24,8,32,0.25,0.0,0.75
2020-03-15,1,14,7,22,0.3181818181818182,0.045454545454545456,0.6363636363636364
2020-03-16,1,6,7,14,0.5,0.07142857142857142,0.42857142857142855
2020-03-17,4,30,13,47,0.2765957446808511,0.0851063829787234,0.6382978723404256
2020-03-18,2,24,8,34,0.23529411764705882,0.058823529411764705,0.7058823529411765
2020-03-19,1,7,4,12,0.3333333333333333,0.08333333333333333,0.5833333333333334
2020-03-20,4,39,12,55,0.21818181818181817,0.07272727272727272,0.7090909090909091
2020-03-21,0,4,2,6,0.3333333333333333,0.0,0.6666666666666666
2020-03-22,4,64,14,82,0.17073170731707318,0.04878048780487805,0.7804878048780488
2020-03-23,8,24,9,41,0.21951219512195122,0.1951219512195122,0.5853658536585366
2020-03-24,3,34,6,43,0.13953488372093023,0.06976744186046512,0.7906976744186046
2020-03-25,2,16,11,29,0.3793103448275862,0.06896551724137931,0.5517241379310345
2020-03-26,0,6,2,8,0.25,0.0,0.75
2020-03-27,0,17,5,22,0.22727272727272727,0.0,0.7727272727272727
2020-03-28,1,24,4,29,0.13793103448275862,0.034482758620689655,0.8275862068965517
2020-03-29,2,23,11,36,0.3055555555555556,0.05555555555555555,0.6388888888888888
2020-03-30,0,9,3,12,0.25,0.0,0.75
2020-03-31,3,14,6,23,0.2608695652173913,0.13043478260869565,0.6086956521739131
2020-04-01,0,2,3,5,0.6,0.0,0.4
2020-04-02,2,8,5,15,0.3333333333333333,0.13333333333333333,0.5333333333333333
2020-04-03,0,8,5,13,0.38461538461538464,0.0,0.6153846153846154
2020-04-04,1,41,9,51,0.17647058823529413,0.0196078431372549,0.803921568627451
2020-04-05,0,30,6,36,0.16666666666666666,0.0,0.8333333333333334
2020-04-06,1,13,3,17,0.17647058823529413,0.058823529411764705,0.7647058823529411
2020-04-07,0,9,3,12,0.25,0.0,0.75
2020-04-08,2,16,3,21,0.14285714285714285,0.09523809523809523,0.7619047619047619
2020-04-09,0,7,1,8,0.125,0.0,0.875
2020-04-10,2,63,12,77,0.15584415584415584,0.025974025974025976,0.8181818181818182
2020-04-11,1,11,7,19,0.3684210526315789,0.05263157894736842,0.5789473684210527
2020-04-12,3,26,7,36,0.19444444444444445,0.08333333333333333,0.7222222222222222
2020-04-13,0,20,4,24,0.16666666666666666,0.0,0.8333333333333334
2020-04-14,0,10,1,11,0.09090909090909091,0.0,0.9090909090909091
2020-04-15,1,9,1,11,0.09090909090909091,0.09090909090909091,0.8181818181818182
2020-04-16,0,6,0,6,0.0,0.0,1.0
2020-04-17,0,13,2,15,0.13333333333333333,0.0,0.8666666666666667
2020-04-18,5,57,9,71,0.1267605633802817,0.07042253521126761,0.8028169014084507
2020-04-19,0,29,6,35,0.17142857142857143,0.0,0.8285714285714286
2020-04-20,0,5,3,8,0.375,0.0,0.625
2020-04-21,5,19,10,34,0.29411764705882354,0.14705882352941177,0.5588235294117647
2020-04-22,1,16,3,20,0.15,0.05,0.8
2020-04-23,0,16,14,30,0.4666666666666667,0.0,0.5333333333333333
2020-04-24,2,15,12,29,0.41379310344827586,0.06896551724137931,0.5172413793103449
2020-04-25,0,19,8,27,0.2962962962962963,0.0,0.7037037037037037
2020-04-26,2,10,5,17,0.29411764705882354,0.11764705882352941,0.5882352941176471
2020-04-27,2,32,3,37,0.08108108108108109,0.05405405405405406,0.8648648648648649
2020-04-28,1,16,2,19,0.10526315789473684,0.05263157894736842,0.8421052631578947
2020-04-29,0,15,6,21,0.2857142857142857,0.0,0.7142857142857143
2020-04-30,3,52,5,60,0.08333333333333333,0.05,0.8666666666666667
2020-05-01,1,25,9,35,0.2571428571428571,0.02857142857142857,0.7142857142857143
2020-05-02,3,29,5,37,0.13513513513513514,0.08108108108108109,0.7837837837837838
2020-05-03,1,19,9,29,0.3103448275862069,0.034482758620689655,0.6551724137931034
2020-05-04,0,6,4,10,0.4,0.0,0.6
2020-05-05,3,19,11,33,0.3333333333333333,0.09090909090909091,0.5757575757575758
2020-05-06,0,7,4,11,0.36363636363636365,0.0,0.6363636363636364
2020-05-07,1,7,0,8,0.0,0.125,0.875
2020-05-08,0,6,3,9,0.3333333333333333,0.0,0.6666666666666666
2020-05-09,1,13,5,19,0.2631578947368421,0.05263157894736842,0.6842105263157895
2020-05-10,7,90,4,101,0.039603960396039604,0.06930693069306931,0.8910891089108911
2020-05-11,4,44,7,55,0.12727272727272726,0.07272727272727272,0.8
2020-05-12,2,44,6,52,0.11538461538461539,0.038461538461538464,0.8461538461538461
2020-05-13,2,17,5,24,0.20833333333333334,0.08333333333333333,0.7083333333333334
2020-05-14,0,22,5,27,0.18518518518518517,0.0,0.8148148148148148
2020-05-15,2,24,10,36,0.2777777777777778,0.05555555555555555,0.6666666666666666
2020-05-16,9,41,9,59,0.15254237288135594,0.15254237288135594,0.6949152542372882
